Established_Date,Create_Date,Advertise_From,Advertise_To,DaystilExpires,Job_Number,Jobid,Job_Type,Paid_Per,Job_Title,Category,Department,Department_Code,Hits,Submitted_Resume_Count,Continuous,Job_Description,Essential_Duties_and_Resp,Language,Location,Maximum_Salary,Minimum_Salary,Maximum_Salary_Range,Benefit_Code,Status,Publisher,State,Jurisdiction,AdvertiseTo_Yr,AdvertiseTo_Mth,AdvertiseFrom_Mth,AdvertiseFrom_Yr,CreateDate_Yr,CreateDate_Mth,AdvertiseTo_DayofWk,OBJECTID
2017-09-19T16:41:16.000Z,2019-03-28T23:15:50.000Z,2019-03-28T03:00:00.000Z,2019-04-12T02:59:00.000Z,3,2019-00210,2400770,Full-Time,Year,Plant Maintenance Supervisor,"Water Treatment,Water Agency,Maintenance,Utilities",PU Waste Treatment Plant,5230,419,11,False,"This class is the third level in a five-level Plant Operations Series devoted to providing operational, technical and maintenance support for the City's water and wastewater treatment plants.Incumbents supervise maintenance or operations of a treatment plant and assigned staff; oversee all contracted electrical, instrumentation, mechanical, plumbing, grounds and industrial process operations and repairs; prepare the operating budget and participate in capital project budgeting and construction management. Incumbents supervise paraprofessional and support staff including conducting performance evaluations, coordinating training, and implementing hiring, discipline and termination procedures.<br><br><strong>Hiring Range: $43,981.00 - $64,285.00 (Promotional Hiring Range may Vary)</strong>","<strong>Primary Duties include:</strong><br>Supervises day to day activities of maintenance program staff; assigns specific duties; coordinates work activities involving various crafts and trades; evaluates employee performance; organizes orientation and training of new employees; maintains good records and reports; participates in planning and budgeting activities; collaboratively works with other Maintenance Supervisor(s) to ensure resources are properly allocated; works with Maintenance Analyst/Planner to plan maintenance work; works with Warehouse Supervisor to ensure proper parts accountability and cost controls; proactively advises Maintenance Manager of work status; makes recommendations as to repairs and replacement of various items; participates in Capital Projects planning and during execution; effectively uses?CMMS?to track work; in collaboration with other programs determine priority of work to be performed.? Assists in the development of reliability based maintenance strategies based on preventive and predictive maintenance best practices. Promotes and complies with applicable safety rules and regulations. Prepares regular and special reports to include, reporting of Key Performance Indicators. Performs other related duties and projects as assigned at the discretion of the Maintenance Manager.<br><br><strong>Additional Duties may include:</strong><ul>	<li>Supervises staff including conducting performance evaluations, coordinating training, and implementing hiring, discipline and termination procedures.	<li>Provides supervision of maintenance and operations activities of assigned water treatment plant and remote facilities; oversees internal and contracted electrical, mechanical, plumbing, instrumentation, grounds and industrial plant maintenance activities; ensures the adherence with proper safety precautions and procedures.	<li>Performs and oversees inspections; monitors equipment performance measures; reviews SCADA trends, records and reports; monitors and maintains process control and compliance documentation; provides technical training, support and guidance related to operations and maintenance issues; troubleshoots equipment failures; coordinates equipment repairs as needed.	<li>Conducts product research and works with outside technical support services; participates in proposal/quotation request development processes.	<li>Prepares program operating budget and monitors spending and account allocation; coordinates contractor services review and invoice approval; maintains adequate supplies inventory levels; participates in capital improvement project budgeting and planning for future maintenance and construction projects.	<li>Coordinates and participates in meetings to address design and construction projects; receives status updates and provides input on future projects.	<li>Performs other duties of a similar nature and level as assigned.</ul>",  ==None,"Neuse River Waste Water Treatment Plant 8500 Battle Bridge Road, Raleigh",81365,43981,80k+,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Thursday,382022
2014-05-16T19:51:00.000Z,2019-03-28T20:50:38.000Z,2019-03-28T03:00:00.000Z,2019-04-20T02:59:00.000Z,11,2019-00226,2400623,Part-Time,Hour,Recreation Leader - Method Community Center,Parks and Recreation ,PRC Recreation,6230,112,2,False,"Method Community Center is a medium sized facility located near NC State and Meredith College in the historic Method community.? As a Recreation Facility Attendant, you will be the face of the community center, provide excellent customer service and an exceptional experience to all patrons daily.? You will be responsible for processing transactions, responding to questions about our park and programs, questions regarding our department, as well as assisting staff with activities when needed.? Recreation Facility Attendants are considered essential staff and can supervise a facility in the absence of a full-time staff member.? Recreation Facility Attendants assist recreation Facility Directors and Assistant Directors in overall management and operation of the facility and recreation programs.? This position requires an extensive amount of training, including First Aid/CPR, Safety and overall departmental review, which will be provided.",,  ==None,"Method Community Park 514 Method Road, Raleigh",9,9,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Friday,382024
2017-10-02T19:49:20.000Z,2019-03-28T22:35:03.000Z,2019-03-28T03:00:00.000Z,2019-04-12T02:59:00.000Z,3,2019-00217,2400737,Full-Time,Year,Customer Service Technician,"Administration,Utilities,Customer Service,Audit",PU Utility Billing,5245,1795,145,False,"This class is the second level in a four-level Customer Service Series devoted to providing direct customer service to the public involving information exchange, reservations/registrations or sales, payment and/or billing transactions. Incumbents provide semi-skilled and skill technical work in resolving and addressing customer concerns within standard procedures.<br><br><strong>Hiring Range: $32,506.00 ? $34,131.00 (Promotional Hiring Range may vary)<br><br>Applicant must attach a Resume and a Cover Letter to the online application in order to be considered for the position.</strong>","<strong>Essential Duties:</strong><br>Work may include identifying billing associated with work orders if applicable, and processing billing; enforcing collections procedures for delinquent accounts; verifying identity of account owners where required; responding to customer inquiries using various methods of communication; receives customer inquiries via heavy inbound and outbound phone calls; researching and resolving billing issues/inquiries and disputes and providing explanations to customers; handling customer complaints. Enters, updates and maintains system data; verifies accuracy of data input or system generated updates; makes corrections; posts account adjustments; collects and compiles data.? Performs basic research, reviews reports, gathers and verifies information; contacts customers to provide follow up information which may include: general account information; past due account balance information; collection procedures related to delinquent accounts; payment plan options; and/or billing issues. Performs other duties of a similar nature and level as assigned.",  ==None,"3324 Lake Woodard Drive, Raleigh",52554,32506,50k-60k,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Thursday,382025
2017-10-02T19:49:20.000Z,2019-03-27T15:35:58.000Z,2019-03-27T03:00:00.000Z,2019-04-11T02:59:00.000Z,2,2019-00233,2398380,Full-Time,Year,Maintenance Technician,"Building Maintenance,Trades,Performing Arts,Maintenance",RCC Performing Arts Center,6015,246,21,False,"This class is the second level in a nine-level Maintenance and Operations Series devoted to providing repair, waste removal, maintenance and equipment operation for an assigned city maintenance, waste disposal or operational function. Incumbents provide semi-skilled or skilled general maintenance based on assignment to any City department or maintenance function. Work may include repairing and maintaining buildings and/or grounds; performing maintenance and minor repairs on equipment and parts; operating assigned equipment, typically of a smaller variety involved in grounds maintenance such as mowers, blowers, weed-eaters; maintaining cleanliness of work area, tools and equipment; and following safety policies and procedures.<br><br><strong>Hiring Range: $32,506.00 - $34,131.00 (Promotional Hiring Ranges may vary)</strong>","<strong>Essential Duties:</strong><ul>	<li>Performs semi-skilled or skilled general maintenance supporting City department(s) or maintenance function; selects proper maintenance tools and equipment for tasks; performs work following established safety policies and procedures and applicable codes and regulations.	<li>Operates and maintains assigned equipment and tools; performs inspections to ensure safe operating conditions; performs routine repairs and/or replacement of parts; cleans and performs preventative maintenance; and monitors need for replacement or advanced repairs.	<li>Prioritizes and responds to customer requests and addresses issues or maintenance needs; reviews operational issues and/or parts requirements; performs troubleshooting of equipment issues which may include HVAC, electrical and/or plumbing.	<li>Plans, monitors and reviews inventory, resources and materials needs; initiates orders for resources based on requirements; may work with contract workers and trade specialists by scheduling and coordinating repairs and maintenance services.	<li>Maintains activity logs, records, work orders and related reports.	<li>Performs other duties of a similar nature and level as assigned.</ul>",  ==None,Performing Arts Center,52554,32506,50k-60k,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Wednesday,382027
2017-10-02T19:49:20.000Z,2019-03-27T15:49:24.000Z,2019-03-27T03:00:00.000Z,2019-04-11T02:59:00.000Z,2,2019-00232,2398415,Full-Time,Year,Housekeeping,"Performing Arts,Custodial,Building & Grounds Cleaning and Maintenance",RCC Performing Arts Center,6015,424,22,False,"This class is the first level in a nine-level Maintenance and Operations Series devoted to providing repair, waste removal, maintenance and equipment operation for an assigned city maintenance or operational function as assigned. Incumbents provide unskilled or semi-skilled general maintenance or waste services based on assignment to any City department or maintenance function. Work may include, but is not limited to, repairing and maintaining buildings; janitorial work and cleaning; painting interior and exterior walls and trim; repairing and patching parking lots and sidewalks; operating snow removal equipment on parking lots and sidewalks; performing minor repairs (non-licensed work) on plumbing and electrical systems; repairing or replacing, brick, stone and concrete; collecting and disposing of waste materials; performing maintenance and minor repairs on equipment and parts; assisting with furniture moves and/or event set-up; assisting with unloading and storing supplies; maintaining cleanliness of work area, tools and equipment; and following safety policies and procedures.<br><br><strong>Hiring Range: $?31,554.00 (Promotional Hiring Range may vary)</strong>","<strong>Essential Duties:</strong><ul>	<li>Cleans lint, dust, oil, and grease from floors, walls and equipment.	<li>Cleans rooms, hallways, lobbies, lounges, studios, rest rooms, corridors, elevators, stairways, and locker rooms and other work areas.	<li>Cleans and vacuum rugs, carpets, upholstered furniture, and draperies.	<li>Dusts furniture and equipment.	<li>Polishes metalwork, washes walls, ceiling, and woodwork.	<li>Washes windows, door panels, and sills.	<li>Empties waste baskets and dust office furniture.	<li>Transports trash and waste to disposal area.	<li>Replenishes bathroom supplies and clean during events.</ul>",  ==None,Performing Arts Center,48586,31554,30k-50k,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Wednesday,382028
2017-10-02T19:49:20.000Z,2019-03-27T15:24:03.000Z,2019-03-27T03:00:00.000Z,2019-04-11T02:59:00.000Z,2,2019-00234,2398348,Full-Time,Year,Production Supervisor,"Facility Management,Trades,Performing Arts,Customer Service",RCC Performing Arts Center,6015,1098,55,False,"This class is the fourth level in a five-level Convention and Events Series devoted to providing event management and logistics for the performing arts complex. Incumbents provide advanced paraprofessional work in support of event planning and coordination, including serving as &quot;on-ground&quot; events logistics coordinator. Work may include serving as primary contact and liaison between clients and setup, electrical, audiovisual, scenic and other production staff; overseeing all event logistics; preparing, monitoring and adjusting event logistics schedules; scheduling personnel to work events; preparing cost estimates and service orders; meeting with clients and tour facility; and performing miscellaneous administrative duties. As assigned, incumbents may serve as lead workers, assigning work and monitoring work completion.<br><br><strong>Hiring Range: $43,488.00 - $47,946.00 (Promotional Hiring Range may vary)</strong>","<strong>Essential Duties:</strong><ul>	<li>This class specification represents only the core areas of responsibilities; specific position assignments will vary depending on the needs of the Department.	<li>Plans, coordinates and oversees event logistics; contacts, books, and/or prepares scheduling of staff and event help, equipment and materials; monitors and adjusts event logistics schedules as required. May serve as lead worker assigning work and monitoring work completion.	<li>Meets with clients to review and obtain event requirements including equipment, support staff, scheduling, production, security needs, and utility requirements for indoor or outdoor events.	<li>Prepares and/or maintains records, contracts, drawings, timesheets, invoices and related event records and documents; prepares cost estimates; may assist in selling event/booth space to vendors.	<li>Provides oversight of event setup, staff and contracted labor, facilities operations and equipment setup and removal; monitors event operations for compliance with policies, procedures and applicable regulations.	<li>Monitors equipment, supplies and materials inventories; initiates order and purchase requests for event and/or facility requirements.</ul>",  ==None,"Duke Energy Center for the Performing Arts, 2 E. South Street, Raleigh",70310,43488,70k-80k,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Wednesday,382029
2017-09-19T16:44:54.000Z,2019-03-26T21:11:31.000Z,2019-03-26T03:00:00.000Z,2019-04-10T02:59:00.000Z,1,2019-00222,2397747,Full-Time,Year,Plant Maintenance Mechanic,"Water Treatment,Water Agency,Vehicle Maintenance,Maintenance,Utilities",PU Water Plant,5220,297,16,False,"This class is the first level in a five-level Plant Operations Series devoted to providing operational, technical and maintenance support for the City's water and wastewater treatment plants.Incumbents are responsible for the operation, maintenance and repair of water and wastewater facilities and equipment as assigned.<br><br><strong>Hiring Range: $38,242.00 (Promotional Hiring Range may vary)</strong>","<strong>Performs skilled mechanical work in the maintenance and operation of all water plant operating equipment and lift station equipment by performing the following duties.</strong><ul>	<li>Troubleshoots, repairs, and replaces electrical motors, hydraulic and pneumatic equipment, gearboxes, and shafts on feed and sludge pumps and flocculator units; changes oil in pumps and gearboxes.	<li>Installs brushes in motors and compressors.	<li>Installs rings and valves, copper air or water lines, and electrical outlets.	<li>Performs welding, cutting, and pipe fitting as required.?	<li>Informs supervisor of any breakdown which cannot be repaired on the spot because of need for new parts, for rewinding motors, or for special work by a qualified electrician or other specialized craftsman.	<li>Checks and calibrates flow meters; services and makes adjustments on chlorinators; ensures that all engines, mowers, and tractors are in good repair.	<li>Inspects various equipment and performs preventative maintenance.	<li>Assists with building and grounds maintenance.	<li>Attends required safety classes.	<li>Performs other duties of a similar nature and level as assigned.</ul><br><strong>Supervisory Responsibilities?</strong><br>This job has no supervisory responsibilities.<br>?",  ==None,"E.M. Johnson Water Treatment Plant 10301 Falls of Neuse Road, Raleigh",61828,38242,60k-70k,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Tuesday,382030
2017-10-02T19:49:20.000Z,2019-01-23T10:03:04.000Z,2019-03-26T03:00:00.000Z,2019-04-10T02:59:00.000Z,1,2019-00033,2329793,Full-Time,Year,Maintenance Specialist,"Building Maintenance,Maintenance,Grounds & Landscaping,Building & Grounds Cleaning and Maintenance",PU Sewer Maintenance,5250,1227,71,False,"This is the fourth level in a nine level Maintenance and Operations Series devoted to providing repair, maintenance and equipment operation for an assigned city maintenance or operational function. Incumbents provide skilled general maintenance to any City department or maintenance function. Work may include providing repairs to buildings and/or grounds; performing maintenance and minor repairs on equipment and parts; operating assigned heavy equipment; providing crew oversight; maintaining records; maintaining cleanliness of work area, tools and equipment; and following safety policies and procedures. As assigned, incumbents may serve as lead workers, assigning work and monitoring work completion.<br><br><strong>Hiring Range: $38,242.00 to $40,154.00 (Promotional Hiring Range may vary)?</strong>","<strong>Primary Duties and Responsibilities include:</strong><br>Position will operate numerous small equipment as in weed eaters, pole saws, chain saws,etc. Will work in clearing heavy brush on easements. Will assist the operator in locating manholes, repairing sewer lines, waterlines, raising reconstructing manholes, easement maintenance and general grounds maintenance. May be required to repair lines in trenches, repairing sewer mains. Other duties as required. Maybe required to work during periods of inclement weather as all work is performed outside, May be required to perform special tasks during emergencies and disaster events. Required to work call duty, after hours and on weekends on a rotational basis.?<br><br><strong>Depending on Department/Division other duties may include:</strong><ul>	<li>Provides skilled general maintenance or solid waste services in support of City department(s) or maintenance function; selects proper maintenance tools and equipment for assignment; monitors work site safety; performs work following established safety policies and procedures and applicable codes and regulations.	<li>May serve as lead worker by assigning work and monitoring work completion.	<li>Performs inspections; monitors maintenance needs and performs preventative maintenance; identifies and evaluates repair and maintenance requirements; provides maintenance support which may include grounds keeping; spraying herbicides and controlling weeds; maintaining and repairing irrigation systems and parts; harvesting hay; water distribution system repairs; operating CCTV inspection system of sanitary sewer system;	<li>Operates and/or transports equipment; may operate assigned heavy equipment for various functions which may include hauling and distribution of solids and management of farmland; grading/excavating; concrete maintenance; asphalt repair; collection and removal of debris, refuse and/or snow; cutting and clearing to enable sewer maintenance; and/or collection, sets up work areas for safety and operational efficiency; may set up traffic control measures.	<li>Processes and assigns work orders and service requests; prepares and maintains activity records, correspondence and standard performance reporting.	<li>Monitors and tracks inventory supply levels; initiates orders to replenish inventory; restocks supplies.Performs other duties of a similar nature and level as assigned</ul><strong>Position Specific Responsibilities Might Include:</strong><ul>	<li>Operate?numerous types of small equipment such as weed eaters, pole saws, chain saws,etc.	<li>to clear heavy brush on easements.	<li>Assist the operator in locating manholes, repairing sewer lines, waterlines, raising reconstructing manholes, easement maintenance and general grounds maintenance.	<li>Maybe required to repair lines in trenches, repairing sewer mains.	<li>Maybe required to work during periods of inclement weather, major storms and other emergencies.	<li>Required to work call duty, after hours and on weekends on a rotational basis.</ul>",  ==None,"3324 Lake Woodard Drive, Raleigh",61828,38242,60k-70k,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,1,Tuesday,382031
2014-08-29T15:31:50.000Z,2019-03-26T20:22:59.000Z,2019-03-26T03:00:00.000Z,2019-04-10T02:59:00.000Z,1,2019-00227,2397664,Intern,Hour,Laboratory Summer Intern,"Water Treatment,Water Agency,Laboratory,Wastewater,Utilities,Internship",PU Water Plant,5220,1304,87,False,This position is available for High School and College students seeking summer internship opportunities. The Internship program will provide an opportunity for a high school or college student to work closely with a Chemist and Microbiologist in order to improve technical skills while being given a developmental opportunity in a professional laboratory setting. Work is performed under general supervision and reviewed through observation while in progress and results obtained upon completion.<br><br><strong>Hiring Range: $7.25 - 21.22 per/hr depending on requirements of internship</strong>,"Internships will offer students the opportunity to gain hands-on experience in key areas of their field of study.<br><br>Essential Duties and Responsibilities include the following. Other duties may be assigned.<ul>	<li>Enter data results in Laboratory Information Management System (LIMS)	<li>Collecting water samples	<li>Assist in the disposal of samples	<li>Procures supplies and packages from warehouse	<li>Prep and Prepares samples for Chemist	<li>Prep glassware	<li>Prepare chemical solutions and standards	<li>Assist Chemist with the operation of lab instruments</ul>",  ==None,"E.M. Johnson Water Treatment Plant 10301 Falls of Neuse Road, Raleigh",21,7,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Tuesday,382032
2017-09-19T16:44:54.000Z,2018-12-12T19:30:06.000Z,2019-03-26T03:00:00.000Z,2019-04-10T02:59:00.000Z,1,2018-00739,2293411,Full-Time,Year,Plant Operations Specialist,"Water Treatment,Water Agency,Wastewater,Maintenance,Utilities",PU Waste Treatment Plant,5230,1278,75,False,"<strong>This position is being re-advertised. Candidates who have previously submitted an application do not need to reapply.?</strong><br><br><strong>Hiring Range:?$38,242 to?$42,162 (Promotional Range May Vary)?</strong><br><br>This class is the first level in a five-level Plant Operations Series devoted to providing operational, technical and maintenance support for the City's water and wastewater treatment plants. Incumbents are responsible for the operation, maintenance and repair of water and wastewater facilities and equipment as assigned.","<ul>	<li>Performs visual, olfactory and auditory checks of assigned areas of the treatment plant to detect any failures of equipment and electronics; monitors and validates Supervisory Control and Data Acquisition (SCADA) information; monitors chemical feeds, filter rates, reservoir levels and filter parameters; operates and makes equipment adjustments as needed.	<li>Performs facility equipment inspections; monitors distribution tank levels; responds to plant equipment alarms and determines required corrective action; performs repairs and/or notifies appropriate maintenance personnel; notifies leader or supervisor of critical issues.	<li>Performs, collects and/or reports sampling and laboratory analysis for process control and/or compliance reporting; monitors chemical levels within established parameters; verifies accuracy and reliability of data.	<li>Receives and responds to briefings related to current plant status, safety, training and daily operating instructions; reviews?SCADA?for status; performs assigned operational and routine maintenance tasks.	<li>Enters and maintains data in laboratory information management system; maintains daily logs and assignment-related documentation.	<li>Receives and monitors chemical deliveries and required tank capacity; maintains appropriate storage of chemicals and supplies; performs routine grounds maintenance and general maintenance of work areas; may haul, dump and load residuals, based on assignment.	<li>Attends team meetings and safety training.	<li>Performs other duties of a similar nature and level as assigned.</ul>",  ==None,"Neuse River Waste Water Treatment Plant 8500 Battle Bridge Road, Raleigh",61828,38242,60k-70k,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2018,12,Tuesday,382033
2017-09-19T15:32:56.000Z,2019-03-26T20:56:30.000Z,2019-03-26T03:00:00.000Z,2019-04-10T02:59:00.000Z,1,2019-00214,2397729,Full-Time,Year,Utilities Technician,"Water Agency,Wastewater,Maintenance,Utilities",PU Water Distribution,5270,337,26,False,"This class is the second level in a ten-level Utilities Series devoted to providing operational, technical and maintenance support for the City's water, wastewater, collection and distribution systems. Incumbents perform skilled activities in support of maintenance and monitoring functions.<br><br><strong>Anticipated Hiring Range: $32,506 to $34,131 (Promotional range may vary)?</strong>","<strong>Essential Duties:</strong><ul>	<li>Provides skilled assistance in the maintenance and monitoring activities of the City's water, and wastewater collection and distribution systems.	<li>Support activities may include: locating lines and performing visual inspections of sewer system; utilizing CCTV equipment; repairing and maintaining water distribution pipes, valves, meters, hydrants and other related equipment; performing flushing operations; performing field lab analysis and sample collection.	<li>Collects, prepares and enters system data; creates work orders; logs work activities; updates maps; enters account data; enters water quality data; compiles and prepares reports; maintains records, files and work-related documentation.	<li>Responds to customer inquiries and concerns; meets with customers and contractors regarding repair, installation and maintenance work; assists in providing solutions to issues and concerns.	<li>Performs routine maintenance of job sites, vehicles, tools and equipment; calibrates equipment; sets up and breaks down work zone and related equipment; monitors safety of work spaces; determines need for and sets up traffic control measures.	<li>Monitors supplies and equipment inventory; initiates requests for required parts, tools and materials.	<li>Performs other duties of a similar nature and level as assigned.</ul>",  ==None,"10700 Star Road, Wake Forest, NC",52554,32506,50k-60k,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Tuesday,382034
2014-07-16T12:42:32.000Z,2019-03-21T14:51:28.000Z,2019-03-25T03:00:00.000Z,2019-04-26T02:59:00.000Z,17,2019-00212,2392329,Part-Time,Hour,Chavis Community Center Outdoor Recreational Specialist,Parks and Recreation,PRC Recreation,6230,224,4,False,"John Chavis Community Center wants YOU...<br>?<br>?Provides beginner level instruction of various outdoor recreation activities for a group of campers using skill development, team building and hands on practice. Must have a passion for camping and outdoor recreation along with experience in pitching tents, fire building, camp stove usage, hiking, climbing, biking kayaking etc. The goal of this camp to provide novice outdoor recreation campers with basic skills in a positive and fun environment. ?<br>?<br>?","Responsibilities include but are not limited to equipment set up and take down, facilitation of education, programs and activities.? Instructors will work in a team to supervise and lead camp participants. Candidates must be comfortable working outside in high temperatures have the ability to navigate over gravel and uneven paths and be comfortable working with youth and teen population.<ul>	<li>Lead an activity group of up to 12 campers through outdoor adventure program featuring hiking/climbing, biking, fishing, and more	<li>Transport campers to and from outdoor recreation locations	<li>Assist facility staff in selecting, inspecting and maintaining program equipment	<li>Provide support, guidance, supervision and safety of campers during program.	<li>Serve as a role model by demonstrating appropriate behaviors, attitudes, and participation	<li>Lead one overnight backpacking and camping trip	<li>Plan and organize camp programming including a range of outdoor recreation activities, skill development, games and team building activities.	<li>Must be able to lift 40 lbs	<li>Avidly participate and have advanced knowledge in one or more of the following activities: hiking, biking, or kayaking	<li>Prior experience as an instructor is great, but not mandatory	<li>Knowledge of outdoor recreation available in the community</ul>",  ==None,"Chavis Park 505 Martin Luther King Jr. Boulevard, Raleigh",,12,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Thursday,382035
2014-07-16T12:42:32.000Z,2019-03-21T14:28:21.000Z,2019-03-25T03:00:00.000Z,2019-04-26T02:59:00.000Z,17,2019-00211,2392262,Part-Time,Hour,Chavis Community Center Athletic Specialist,Parks and Recreation,PRC Recreation,6230,350,19,False,"John Chavis Community Center wants YOU...<br>?<br>Provides multi-level instruction for youth in the fundamentals, rules and strategy of game play in various sports including basketball, volleyball, track &amp; field, soccer, tennis and football. Must have experience playing or coaching athletics programs, a passion for sports and a desire to install a strong sportsmanship and athletic fundamental foundation in a positive and fun environment. ??<br>?","Responsibilities include but are not limited to implementing lessons and drills of assigned sport using established programming guidelines.? Instruction will need to be adjusted based on the skill and age of participants.? Actively engaging all participants in the program while providing them with knowledge, skill development and support.?<ul>	<li>Lead a group of campers in sports related instruction including drills, skills development and game strategy	<li>Assist facility staff in selecting, inspecting and maintaining program equipment	<li>Provide support, guidance, supervision and safety of campers during program	<li>Serve as a role model by demonstrating and requiring appropriate behaviors, attitudes, and participation	<li>Plan, organize and implement curriculum in a fun and creative manner	<li>Motivate campers through a fun and friendly environment	<li>Encourage team play and great sportsmanship	<li>Work effectively in a team setting to collaborate on daily responsibilities	<li>Provide a safe and fun learning environment	<li>Serve as a positive role model	<li>Have Fun!</ul>",  ==None,"Chavis Park 505 Martin Luther King Jr. Boulevard, Raleigh",,12,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Thursday,382036
2015-01-15T12:16:51.000Z,2019-03-25T14:13:05.000Z,2019-03-25T03:00:00.000Z,2019-04-09T02:59:00.000Z,0,2019-00213,2395302,Part-Time,Hour,Communications Coordinator,"Parks and Recreation ,Arts",PRCR Resources,6240,1994,87,False,"Raleigh Arts is looking for an energetic, creative, and nimble communications and social media professional to promote the arts and engage the community. The Communications Coordinator strategically manages social media platforms, promotional campaigns and webpages for Raleigh Arts programs including public art projects, Pullen and Sertoma Arts Centers, the Piedmont Laureate program, Block Gallery and the Block2 Video series as well as promoting the work of local artists and arts organizations.?","The responsibilities associated with this position include the tasks stated above as well as the following:<ul>	<li>Social media strategy and platform management.	<li>Maintain style guidelines across all media; edit and proof all documents and publications for style and content consistency.	<li>Maintain communications calendar.	<li>Coordinate design work for collateral materials.	<li>Manage freelance photographers and videographers to document arts activities.	<li>Maintain a photo library with images tailored to fit all digital needs.	<li>Coordinate advertising and media calendar listings.	<li>Write and edit e-newsletters.	<li>Archive printed and electronic materials by and concerning Raleigh Arts.	<li>Liaise with the Communications Department and Parks, Recreation and Cultural Resources' marketing department to distribute communications.	<li>Assist in other duties as required.</ul>",  ==None,"Professional Building 127 West Hargett Street, Raleigh",31,9,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2019,2019,3,Monday,382037
2014-06-11T19:59:39.000Z,2019-03-22T18:45:36.000Z,2019-03-22T03:00:00.000Z,2020-01-01T01:59:00.000Z,267,2019-00215,2394442,Temporary,Hour,School Crossing Guard,"Public Safety,Safety",Police Detective Division,4040,323,8,False,"<div>Become a City of Raleigh Crossing Guard<br><br>The Raleigh Police Department uses part-time civilian employees to serve as School Crossing Guards. Crossing Guards provide a safe environment for students at selected street crossings and schools throughout the city.<br>?<br>The school Crossing Guards assist students in crossing streets, motor vehicle traffic in the area to ensure there are no problems with speeders or other dangerous activity, and provide adult oversight while children are walking to and from school or waiting for a ride.<br>?<br>Adult school crossing guards are assigned at locations near schools where school aged pedestrians need supervision and assistance to safely cross public streets. Things that are considered when determining the needs for a crossing guard are the safety of the children, traffic flow and whether children are walking to a school or bus stop.<br><br><strong>Starting salary is $10.59 per hour</strong></div>",Assists school-aged children with crossing the street at designated crosswalks across various?schools throughout the City of Raleigh.,  ==None,"Varies, Raleigh",11,10,,Benefits,Active,City of Raleigh,NC,16000US3755000,2019,12,3,2019,2019,3,Tuesday,382038
